Algeria	Algiers		IncubMe Algeria
Algeria	Algiers	http://sylabs-dz.com/	Sylabs
Angola	Luanda		Kianda Hub
Benin	Cotonou	http://www.etrilabs.com/	Etrilabs
Benin	Cotonou	https://www.jokkolabs.net/	Jokkolabs Cotonou
Benin	Cotonou		Pandora Box
Benin	Cotonou	https://semecity.bj/en/	Seme City
Botswana	Francistown		Dream Factory Innovation
Botswana	Gaborone	http://www.bih.co.bw/	Botswana Innovation Hub
Botswana	Gaborone	https://web.facebook.com/TheNeoHub	TheNeoHub
Burkina Faso	Ouagadougou	https://burkina-business-incubator.com/	Burkina BusinessIncubator
Burkina Faso	Ouagadougou	https://www.jokkolabs.net/ouagadougou	Jokkolabs
Burkina Faso	Ouagadougou		Mahna
Burundi	Bujumbura	https://bujumbura.impacthub.net/	Impact Hub Bujumbura
Burundi	Ngozi	www.dicos.io	DICOS Incubator LLP
Cameroon	Bafoussam	www.we-tech.org	WETECH
Cameroon	Buea	 https://www.activspaces.com/about/	ActivSpaces
Cameroon	Buea	https://jongohub.net	Jongo Hub
Cameroon	Douala	 https://www.activspaces.com/about/	ActivSpaces
Cameroon	Douala	http://innova237.com/	Innova237
Cameroon	Douala	https://www.jokkolabs.net/douala	Jokkolabs Cameroon
Cameroon	Douala	http://kmrstartuphub.cm/	KMR Start-Up HUB
Cameroon	Douala		Le Boukarou
Cameroon	Douala	https://www.uaddev.com/	United Advance Development
Cameroon	Douala	www.we-tech.org	WETECH
Cameroon	Douala		YouthBusinessCameroon(YBC)
Cameroon	Kribi	https://www.oickribi.com/	Ocean Innovation Centre
Cameroon	Limbe	www.we-tech.org	WETECH
Cameroon	Limbe	https://hub.zixtechorganization.org/	Zixtech Hub
Cameroon	Yaoundé	https://www.beehive-coworking.com	Beehive Incubator &#038;Coworking
Cameroon	Yaoundé	https://www.ecolialabs.org/	Ecolia Labs
Cameroon	Yaoundé	https://itkola.org/	IT Kola
Cameroon	Yaoundé		Kum&#8217;lab
Cameroon	Yaoundé	http://www.nexgeninc.com/	NexGen Technology Center
Cameroon	Yaoundé	http://www.cioa-cameroun.com	SCS Afrique Centrale Innov
Cape Verde	Porto Ingle’s	http://www.maiobusinesscenter.com	Maio Business Center
Chad	N&#8217;Djmena	http://startoppzone.com	StartOpp Zone
Chad	N&#8217;Djmena	http://wenaklabs.org/	Wenak Labs
Comoros	Moroni	www.comorescoworking.com	Com&#8217;Work
Côte d’Ivoire	Abidjan	https://www.fablabs.io/labs/babylab	BabyLab FabLab
Côte d’Ivoire	Abidjan	https://www.jokkolabs.net/abidjan	Jokkolabs
Côte d’Ivoire	Abidjan	https://ovillage.ci	OVillage
Côte d’Ivoire	Grand Bassam		FONDATION JEUNESSE NUMÉRIQUE
Democratic Republic of Congo	Bukavu	https://www.climatechangeafricaopportunities.org/en/	Climate Change Africa Opportunities (CCAO)
Democratic Republic of Congo	Bukavu	https://kivuhub.net/	Kivuhub
Democratic Republic of Congo	Kinshasa	http://www.ingeniouscity.com/	Ingenious City
Democratic Republic of Congo	Lubumbashi	http://cinolu.org/	Centre d&#8217;innovation deLubumbashi
Democratic Republic of Congo	Lubumbashi	http://www.llab.cd/	Lumumba Labs
Djibouti	Djibouti	http://ctid-djibouti.com/	CTID (Centre deTechnologie, d&#8217;Innovationpour le Développement)
Egypt	Alexandria	http://www.cairohackerspace.org/	Cairo Hackerspace
Egypt	Alexandria	http://www.icealex.com/	Ice Alex
Egypt	Alexandria	http://projects.worldbank.org/P094229/egypt-alexandria-development-project?lang=en	Maamal for Development
Egypt	Cairo	http://district-egypt.com/	Kmt House
Equatorial Guinea	Malabo		Dreams Tech Hub
Ethiopia	Addis Ababa	http://www.bluemoonethiopia.com	blueMoon
Ethiopia	Addis Ababa	http://www.iceaddis.com/	iceaddis
Ethiopia	Addis Ababa	https://www.startupfactoryethiopia.com	Startup Factory Ethiopia
Ethiopia	Addis Ababa	https://www.facebook.com/xhubaddis/	xHub
France	Nanterre France (Partnership based)	https://www.jokkolabs.net/nanterre	JokkoLabs, Nanterre
France	Paris	https://www.afrobytes.com	Afrobytes
Gabon	Libreville	www.akewa.org	Akewa Acclerateur
Gabon	Libreville	http://ogoouelabs.com/	Ogooue Labs
Gambia	Banjul	https://www.jokkolabs.net/banjul	Jokkolabs
Gambia	Banjul	https://www.startupincubator.gm/	Startup Incubator Gambia
Gambia	Banjul		The Hub
Gambia	Fajara	http://www.disruptivelab.gm	The Disruptive Lab
Ghana	Accra	https://developersinvogue.org/	Developers in Vogue
Ghana	Accra		Ghana Innovation Hub
Ghana	Accra	http://ghanatechlab.com	Ghana Tech Lab
Ghana	Accra	https://www.ispacegh.com/	iSpace Foundation
Ghana	Accra	http://meltwater.org/	MEST
Ghana	Accra	http://mobilewebghana.org/	Mobile Web Ghana
Ghana	Accra	www.tenghana.org	TEN Ghana
Ghana	Accra	http://www.tentmakergh.com/	Tentmaker Ghana
Ghana	Accra		Zongo Vation Hub
Ghana	Brong-Ahafo	https://www.grassrootshubgh.net/	Grassroots Hubs
Ghana	Damongo		iValley Ghana
Ghana	Ho	http://honode.org/	Ho Node Hub
Ghana	Keta	https://www.developersacademygh.org	Developers Academy
Ghana	Koforidua		Eastern Tech Hub
Ghana	Kumasi	http://hapaspace.com/	hapaSpace
Ghana	Kumasi	kumasihive.com/	Kumasi Hive
Ghana	Kumasi	www.recycleupghana.org	Recycle Up! Ghana
Ghana	Kumasi		Start-Up SME Centres
Ghana	Kumasi	www.womenshavenafrica.com	Women&#8217;s Haven Africa
Ghana	Nalerigu	http://www.northernilab.org	Northern Innovation Lab
Ghana	Takoradi	Duapawerkspace.com	Duapa Werkspace
Ghana	Takoradi	http://icodegh.com/	iCode GH
Ghana	Tamale	http://www.hopinacademy.org/	HOPin Academy
Ghana	Tamale		Tamale International Hub
Ghana	Tarkwa		Tarkwa Entrepreneurship Development Hub
Ghana	Upper West &#8211; Wa	https://www.yisontechhub.com/	Yison Tech Hub
Ghana	Wa-Sombo	www.nonihub.org	Noni Hub
Ghana	Walewale		North East Innovation Hub
Guinea	Conakry	http://daretoinnovate.com/	Dare to Innovate
Guinea	Conakry		Incubateur Saboutech
Guinea	Conakry	https://www.trustees.fr/	Trustee Sas
Guinea Bissau	Bissau	https://www.innovalab-gw.com/	InnovaLab
Kenya	Eldoret	https://appslab.co.ke/	Apps:Lab
Kenya	Eldoret	http://www.eldohub.co.ke/	EldoHub
Kenya	Kisii	https://www.f6s.com/fielabsinnovationhub	Fie_Labs Innovation Hub
Kenya	Kisii	https://mashinanihub.co/	Mashinani Hub
Kenya	Kisumu	https://www.fablabs.io/labs/fablabwinam	FabLab Winam
Kenya	Kisumu	http://www.lakehub.co.ke/	Lake Hub
Kenya	Mombasa	https://swahilibox.co.ke/	SwahiliBox Labs
Kenya	Mombasa	https://swahilipothub.co.ke/	Swahilipot Hub
Kenya	Mombasa	https://www.techbridgeinvest.com/incubator/	TechBridge Invest
Kenya	Nairobi	https://www.aku.edu/gsmc/innovation-centre/Pages/home.aspx	Aga Khan University-Media Innovation Centre
Kenya	Nairobi	http://akirachix.com/	Akirachix
Kenya	Nairobi	http://bithub.africa/	BitHub
Kenya	Nairobi	http://www.ku.ac.ke/iiuil/	Chandaria Business Innovation and Incubation Center
Kenya	Nairobi	https://e4iaccelerator.org/	E4Impact Accelerator
Kenya	Nairobi	http://www.gearbox.co.ke	Gearbox
Kenya	Nairobi	http://www.ibizafrica.co.ke/	iBIZ Africa
Kenya	Nairobi	http://ihub.co.ke/	iHub
Kenya	Nairobi	http://www.lawyershub.ke 	Lawyers Hub
Kenya	Nairobi	http://www.nailab.co.ke/	NaiLab
Kenya	Nairobi	https://www.pangeaa.com/	Pangea Accelerator
Kenya	Nairobi	www.sndbx.ke	SNDBX International
Kenya	Nairobi	https://ea.hiil.org	The Hague Institute for Innovation of Law Innovation Hubs
Kenya	Nairobi		THub
Kenya	Nairobi	https://www.villgrokenya.or.ke/	Villgro Africa
Kenya	Nakuru	https://asklab.org/	ASKlab Kenya
Kenya	Nakuru	www.nakurubox.co.ke	Nakuru Box Innovation Center
Kenya	Nyeri	https://mtkenyahub.com/ea/	Mt Kenya Hub
Kenya	Voi	http://www.sotehub.com/	SoteHub
Lesotho	Morija	https://thehubatmorija.co.ls/	The Hub
Liberia	Monrovia		iCampus Liberia
Liberia	Monrovia	http://ilabliberia.org/	iLab Liberia
Libya	Benghazi	https://tatweerresearch.org/	Tatweer Research
Madagascar	Antananarivo	http://habaka-madagascar.org/	Habaka (MadagascarInnovation Hub)
Madagascar	Antananarivo		Koon Space
Malawi	Lilongwe	http://www.mhubmw.com/	mHub
Malawi	Mzuzu	https://mzuzuehub.org/	Mzuzu E-Hub
Mali	Bamako	http://www.diaspohub.com/	DiaspoHub
Mali	Bamako	http://www.donilab.org/	DoniLab
Mali	Bamako		Expert&#8217;labs Mali
Mali	Bamako	https://bamako.impacthub.net/	Impact Hub Bamako
Mali	Bamako	https://www.jokkolabs.net/bamako	Jokkolabs
Mali	Bamako	https://www.nyetaa.net	Mali Business Innovationand Incubation Centre(Nyetaa Mali)
Mali	Bamako	https://suguba.org	Suguba
Mauritius	Beau Plan		Future Females Invest
Mauritius	Ebene CyberCity	https://empretecmauritius.org/	Empretec Mauritius
Mauritius	Moka	https://mauritiusbusinessnetwork.com/	Mauritius BusinessNetwork
Morocco	Casablanca	https://www.douartech.org/	Douar Tech
Morocco	Casablanca	http://www.impactlab.africa/en/	IMPACT Lab
Morocco	Casablanca	https://www.jokkolabs.net/casablanca	Jokkolabs
Morocco	Casablanca	https://www.f6s.com/lafactorybyscreendy	LaFactory by Screendy
Morocco	Casablanca	http://wiredstartups.com/	Wired Startups
Morocco	Settat	http://www.cite-innovation-uhp.ma	City of Innovation, Research &#038; development
Mozambique	Maputo		Ideario
Mozambique	Maputo	https://www.ideialab.biz	ideiaLab Mozambique
Mozambique	Maputo	www.idc-moz.com	Iniciativa para Democraciae Cidadania
Namibia	Windhoek	http://nbii.nust.na/?q=rlabs-namibia	RLabs
Niger	Niamey	https://www.cipmen.org/	CIPMEN &#8211; CentreIncubateur des PME auNiger
Nigeria	Aba	Clintonel Innovation Centre (CIC)	Clintonel Innovation Centre (CIC)
Nigeria	Aba	https://ighub.com.ng/	Innovation Growth Hub
Nigeria	Aba	www.thevihub.com	Vision Incubation Hub
Nigeria	Abeokuta		Grazac
Nigeria	Abia	https://learnfactory.com.ng/	LearnFactory Nigeria
Nigeria	Abia	https://www.rad5.com.ng	RAD5 Tech Hub
Nigeria	Abuja	https://hub.aiivon.com/	Aiivon Innovation Hub
Nigeria	Abuja	https://www.boxofficehub.ng/	Box Office Hub
Nigeria	Abuja	http://civicilab.com/	Civic Innovation Lab
Nigeria	Abuja	https://cleantechnologyhub.com/	Clean Technology Hub
Nigeria	Abuja	https://cavic.com.ng/contact-us/	Creative Arts and Visual Imagery Centre (CAVIC)
Nigeria	Abuja	http://enspire.org.ng/	Enspire Incubator
Nigeria	Abuja	http://www.impactcove.org	ImpactCove
Nigeria	Abuja	seedbuildersng.com	SeedBuilders InnovationHub
Nigeria	Abuja	https://www.coworker.com/nigeria/abuja/the-cans	The CANs
Nigeria	Abuja	http://venturesplatform.com	Ventures Platform
Nigeria	Abuja	http://www.wennovationhub.org/	Wennovation Hub
Nigeria	Abuja	https://workandconnect.net/	Work and Connect
Nigeria	Ado-Ekiti	www.goglobal.ng/hub	GoGlobal Hub
Nigeria	Awka	https://www.devamplify.com	Devamplify Hub
Nigeria	Bauchi	https://uplift.ng/	Uplift Nigeria
Nigeria	Delta	https://www.ogbaeduclinic.com	Artificial Intelligence Hub
Nigeria	Delta	https://twitter.com/wittyhub	WittyHub
Nigeria	Enugu	https://www.genesystechhub.com/	Genesys Tech Hub
Nigeria	Ibadan	https://www.buildcodetogether.com/	BuildCodeTogether
Nigeria	Ibadan		Equilibrium Zone
Nigeria	Ibadan		Fobespace Hub
Nigeria	Ibadan	http://www.ibridgehub.com/	iBridge_Hub
Nigeria	Ibadan	http://www.wennovationhub.org/	Wennovation Hub
Nigeria	Ilorin	cirklelabs.com	Cirkle Labs
Nigeria	Ilorin	https://ilorininnovationhub.com/	Ilorin Innovation Hub
Nigeria	Ilorin	https://malhub.com.ng	Mal Hub
Nigeria	Jos		Black Innovations Africa
Nigeria	Jos	http://nhubnigeria.com/	nHub
Nigeria	Jos	https://www.tomrukihub.com/	Tomruk iHub
Nigeria	Kaduna	https://colab.com.ng/	CoLab
Nigeria	Kaduna	http://www.wennovationhub.org/	Wennovation Hub
Nigeria	Kano	https://www.ddhub.org.ng/	Digital Development Hub
Nigeria	Kano	https://enovatelab.org/	Enovate Lab
Nigeria	Kwara	 https://twitter.com/dHubNigeria?s=08	dHub
Nigeria	Kwara	http://foundershub.xyz/holder/	Founders Hub
Nigeria	Lagos		8thGear Hub
Nigeria	Lagos	https://www.capitalsqua.re	CapitalSquare
Nigeria	Lagos	https://cedaradvisorypartners.com	Cedar Hive
Nigeria	Lagos	https://www.ceedcap.com	CeedCap Studio
Nigeria	Lagos	https://godo.ng/	Creative Space Startups
Nigeria	Lagos		Creative Spaces
Nigeria	Lagos		Data Science Nigeria
Nigeria	Lagos	http://ebusinessincubationcenter.com	EBusiness Incubation Center
Nigeria	Lagos	https://www.simplyexponential.com	Exponential Hub
Nigeria	Lagos	GE  Garage	GE Garage
Nigeria	Lagos	https://www.impacthublagos.com/	Impact Hub Lagos
Nigeria	Lagos	www.itanna.co	Itanna
Nigeria	Lagos	https://musterpoint.africa	MusterPoint Coworking Space
Nigeria	Lagos	https://www.coworker.com/nigeria/lagos/nicademia-hub	Nicademia Hub
Nigeria	Lagos		Opolo Global Innovation
Nigeria	Lagos	http://www.passionincubator.ng/	Passion Incubator
Nigeria	Lagos	https://plusinnovationhub.com/	Plus Innovation Hub
Nigeria	Lagos	https://tqstem.org/	TechQuest STEMA cademy
Nigeria	Lagos	https://www.theassemblyhub.com/	The Assembly Innovation Hub
Nigeria	Lagos	http://www.hiil.org/	The Hague Institute for Innovation of Law Innovation Hubs
Nigeria	Lagos	http://tvcng.com	TVC Labs
Nigeria	Lagos	http://www.wennovationhub.org/	Wennovation Hub
Nigeria	Nsukka	https://startupsouth.org/roar-nigeria-hub	Roar Nigeria Hub
Nigeria	Onitsha		Ado Business Incubation Centre
Nigeria	Onitsha		Edufun Technik STEM Hub
Nigeria	Onitsha	https://ighub.com.ng/	Innovation Growth Hub
Nigeria	Owerri	http://heartlandincubator.com/	Heartland Incubation Hub
Nigeria	Oyo	https://ennovatelab.com/	Ennovate Lab
Nigeria	Portharcourt	http://www.olotusquare.co/	Olotu Square
Nigeria	Umuahia	https://ighub.com.ng/	Innovation Growth Hub
Nigeria	Uyo	http://theroothub.com/	Roothub
Nigeria	Uyo	http://www.starthub.com.ng/	Start Innovation Hub
Nigeria	Yenagoa	https://twitter.com/bytechhub?lang=ga	Bayelsa Tech Hub
Nigeria	Yola		Mentors Innovation Hub
Nigeria	Yola	www.northeasthub.org	North-East Humanitarian Innovation Hub
Rwanda	Kigali	https://www.250.rw/	250STARTUPS
Rwanda	Kigali	http://theoffice.rw/	Impact Hub Kigali
Rwanda	Kigali	http://www.irishub.rw/	Iris Hub
Rwanda	Kigali	http://www.klab.rw/	kLab
Senegal	Dakar	https://www.cticdakar.com/	CTIC Dakar
Senegal	Dakar	https://www.jokkolabs.net/senegal/dakar	Jokkolabs
Senegal	Dakar	http://ker-thiossane.org/	Ker Thiossane
Senegal	Ziguinchor	https://www.jokkolabs.net/senegal/ziguinchor	Jokkolabs
Sierra Leone	Freetown	https://alabs.org/	aLabs Africa
Sierra Leone	Freetown	https://sensi-sl.org/	Sensi Tech Innovation Hub
Sierra Leone	Makeni		Unimak Work flow Innovation Hub (University of Makeni)
Somali Land	Hergeisa	http://harhub.com/	HarHub
Somali Land	Hergeisa	http://innovate.so/	Innovate Ventures
Somalia	Mogadishu		Institute of Innovation, and Technolog
Somalia	Mogadishu	http://irisehub.so/	iRise Hub
South Africa	Cape Town	https://www.injini.co.za	Injini EdTech
South Africa	Cape Town	http://rlabs.org/	RLabs
South Africa	Durban	www.innovate.durban	Innovation Co-Lab Durban
South Africa	Durban		REDHub
South Africa	Johannesburg		Jozi Hub
South Africa	Johannesburg	http://parotech.co.za/index.html	Parotech
South Africa	Johannesburg	https://softstartbti.co.za/	Softstart Business andTechnology Incubator
South Africa	Johannesburg	https://sa.hiil.org	The Hague Institute for Innovation of Law Innovation Hubs
South Africa	Johannesburg	www.tshimologong.joburg	Tshimologong Precinct
South Africa	Pretoria	https://www.mlab.co.za/	mLab Southern Africa
South Africa	Pretoria	http://siyoncapital.co.za/	Siyon Capital
South Africa	Pretoria	http://www.wowfactory.co.za	The WOW Factory
South Sudan	Bor	https://twitter.com/atakahub?lang=en	Ataka Hub
South Sudan	Juba	https://junubos.org	Junub Open Space
South Sudan	Juba		Konetahub
Sudan	Khartoum	https://249startups.com/	249Startups
Sudan	Khartoum	http://impacthubkhartoum.com/	Impact Hub Khartoum
Sudan	Khartoum	http://Savannah.sd	Savannah Innovation Labs
Tanzania	Arusha		Kiota Hub
Tanzania	Arusha	https://obuntuhub.co.tz/	Obuntu Hub
Tanzania	Arusha	http://www.twende-tanzania.org/	Twende Hub
Tanzania	Dar Es Salaam		AMCET Innovation Hub
Tanzania	Dar Es Salaam	http://buni.or.tz/	Buni Hub
Tanzania	Dar Es Salaam	http://www.isbdlabs.org/	dLab
Tanzania	Dar Es Salaam	http://www.ennovatehub.com	Ennovate Hub
Tanzania	Dar Es Salaam	http://www.ndotohub.com/	Ndoto Hub
Tanzania	Dar Es Salaam	http://robotechlabs.com/	Robotech Lab
Tanzania	Dar Es Salaam	https://smartlab.co.tz/	Smart Lab
Tanzania	Dar Es Salaam	http://sticlab.co.tz/	STICLab
Tanzania	Dar Es Salaam		WITU Hub
Togo	Lomé		Lome Tech Hub
Togo	Lomé	https://www.fablabs.io/woelab	WoeLab
Tunisia	Tunis		Collective Lab
Tunisia	Tunis	https://cozi.tn/	Cozi &#8211; Coworking CafeDjerba
Tunisia	Tunis	https://www.flat6labs.com/	Flat6Labs
Tunisia	Tunis	https://ea.hiil.org	The Hague Institute for Innovation of Law Innovation Hubs
Uganda	Kampala	https://designhubkampala.com/	Design Hub Kampala
Uganda	Kampala		Hive Colab
Uganda	Kampala	https://miichub.com/	Makerere Innovation andIncubation Centre
Uganda	Kampala	https://bic.muni.ac.ug	Muni University Business Incubation Centre (Muni University)
Uganda	Kampala	http://nftmawazo.com/	NFT Mawazo InnovationHub
Uganda	Kampala	http://www.outbox.co.ug/	Outbox
Uganda	Kampala	https://rafikivision.org/	Rafiki social vision
Uganda	Kampala		Techbuzz Hub
Uganda	Kampala	https://innovation-village.com/	The Innovation Village Kampala
Uganda	Kampala		THELIGHT Universe
Uganda	Mbarara	https://hivecolab.org/	Hive Colab
United Kingdom	London	https://www.ukbaa.org.uk/	UKBAA
USA	Maryland	https://iospaces.com/	I/O Spaces
Zambia	Lusaka	http://bongohive.co.zm/	BongoHive
Zambia	Lusaka	https://web.facebook.com/jhubzambia/?_rdc=1&_rdr	Jacaranda Hub
Zambia	Zambia	https://www.facebook.com/pg/ehubzambia2/posts/	Ehub Zambia
Zimbabwe	Bulawayo	https://onepercentclub.com/en/projects/startup-bulawayo/plan	Startup Bulawayo
Zimbabwe	Bulawayo	http://www.techvillage.org.zw/	The Tech Village
Zimbabwe	Harare	http://impacthubharare.net/	Impact Hub Harare
Zimbabwe	Harare	http://www.izonehub.co.zw/	iZone Hub
Zimbabwe	Harare	https://www.muzindahub.co.zw/	Muzinda Hub
Zimbabwe	Harare	http://www.makerclub.co.zw	The Maker Club
Zimbabwe	Mutare	http://www.shinga.co.zw/	Shinga Entrepreneurshipand Learning Hub
